1305253993,0.000354908615087793766
1305253994,0.000355470396354698774
1305253995,0.000355999674003427903
1305253996,0.000356462512274068857
1305253997,0.000357009399162517909
1305253998,0.000357541303556861028
1305253999,0.000358084974575094178
1305254000,0.000358613313473782878
1305254001,0.00035914527275581902
1305254002,0.000359735806279533994
1305254003,0.000360257968002875668
1305254004,0.00036078735310862448
1305254005,0.000361320910999802765
1305254006,0.000361840454598027562
1305254007,0.000362386062951676826
1305254008,0.000362954695933706409
1305254009,0.000363499075824437966
1305254010,0.000364033439052905729
1305254011,0.000364566174357150875
1305254012,0.000365117946371655122
1305254013,0.000365683654808608542
1305254014,0.000366394161342965276
1305254015,0.000366966194908457087
1305254016,0.000367483369570848959
1305254017,0.000367851078903758187
1305254018,0.000368379636893453617
1305254019,0.000368920570394608998
1305254020,0.00036956672961205875
1305254021,0.000370126036086840954
1305254022,0.000370768627864448311
1305254023,0.000371390045189157626
1305254024,0.000371759648950401272
1305254025,0.000372458060750235074
1305254026,0.00037310576451107596
1305254027,0.000373779234791836391
1305254028,0.000374234270501196727
1305254029,0.000374762151872088745
1305254030,0.000375145274992199327
1305254031,0.0003755391123160719
1305254032,0.000376083753233761155
1305254033,0.000376662874118055167
1305254034,0.000377268732030087528
1305254035,0.000377823661108184206
1305254036,0.000378474039488278595
1305254037,0.000379022048551893914
1305254038,0.000379633178921658457
1305254039,0.00038003922789498054
1305254040,0.000380581987464766647
1305254041,0.000381179938197138133
1305254042,0.000381716949094876084
1305254043,0.000382259915014730408
1305254044,0.000382796814215696085
1305254045,0.000383428601490351127
1305254046,0.000383960161023569075
1305254047,0.000384504605042069482
1305254048,0.000385038639412290133
1305254049,0.000385623858583106118
1305254050,0.000386178412114009789
1305254051,0.000386726291076094594
1305254053,0.000387811069201110937
1305254054,0.000388345044828837592
1305254055,0.0003887311178135693
1305254056,0.000389275784059324155
1305254057,0.00038981782443162869
1305254059,0.000390946224859630191
1305254060,0.000391480487419123711
1305254061,0.000391988491790602614
1305254062,0.000392444773356916089
1305254063,0.000392986322865481537
1305254065,0.000394167786716966104
1305254066,0.000394707775259465295
1305254067,0.00039523914739908472
1305254068,0.000395786548715687493
1305254069,0.000396308986732652726
1305254070,0.000396818501166983789
1305254071,0.000397347580611473494
1305254072,0.000397877343717463927
1305254073,0.000398227356719924345
1305254074,0.000398748176838311286
1305254075,0.000399308301966820709
1305254077,0.000400368390601794411
1305254078,0.000400721459113475794
1305254079,0.000401418324048471553
1305254080,0.000402100006519753178
1305254081,0.00040271896398979889
1305254082,0.000403411684865931711
1305254083,0.000403457354845615859
1305254084,0.000404071076100671217
1305254085,0.000404485388940449564
